year,name,category,ratio_f,number_f,ratio_m,number_m
1922,Willie,2: very neutral,0.36,3884,0.64,6904
1922,Jessie,2: very neutral,0.667,3182,0.333,1592
1922,Johnnie,2: very neutral,0.354,902,0.646,1646
1922,Billie,2: very neutral,0.642,1105,0.358,615
1922,Merle,2: very neutral,0.321,394,0.679,835
1922,Tommie,1: most neutral,0.402,286,0.598,425
1922,Patsy,1: most neutral,0.474,277,0.526,307
1922,Guadalupe,2: very neutral,0.613,352,0.387,222
1922,Odell,2: very neutral,0.313,167,0.687,367
1922,Bobbie,2: very neutral,0.645,338,0.355,186
1922,Alva,1: most neutral,0.414,174,0.586,246
1922,Trinidad,1: most neutral,0.589,231,0.411,161
1922,Lavern,2: very neutral,0.305,119,0.695,271
1922,Sammie,2: very neutral,0.326,122,0.674,252
1922,Gail,1: most neutral,0.448,142,0.552,175
1922,Jackie,2: very neutral,0.65,152,0.35,82
1922,Terry,1: most neutral,0.43,98,0.57,130
1922,Augustine,2: very neutral,0.326,73,0.674,151
1922,Theo,1: most neutral,0.483,102,0.517,109
1922,Dana,2: very neutral,0.337,65,0.663,128
1922,Meredith,1: most neutral,0.497,94,0.503,95
1922,Claudie,1: most neutral,0.563,98,0.437,76
1922,Garnett,1: most neutral,0.509,86,0.491,83
1922,Vernie,1: most neutral,0.585,96,0.415,68
1922,Gayle,2: very neutral,0.638,102,0.363,58
1922,Maxie,1: most neutral,0.579,92,0.421,67
1922,Santos,1: most neutral,0.408,64,0.592,93
1922,Donnie,2: very neutral,0.64,96,0.36,54
1922,Ardell,2: very neutral,0.671,96,0.329,47
1922,Laurel,2: very neutral,0.622,89,0.378,54
1922,Ivory,1: most neutral,0.445,61,0.555,76
1922,Ocie,2: very neutral,0.674,91,0.326,44
1922,Jonnie,1: most neutral,0.588,77,0.412,54
1922,Mickey,1: most neutral,0.546,71,0.454,59
1922,Ossie,2: very neutral,0.676,75,0.324,36
1922,Cruz,1: most neutral,0.436,48,0.564,62
1922,Burnice,2: very neutral,0.61,64,0.39,41
1922,Jamie,2: very neutral,0.606,63,0.394,41
1922,Golden,1: most neutral,0.532,50,0.468,44
1922,Earlie,2: very neutral,0.355,33,0.645,60
1922,Myrl,2: very neutral,0.681,62,0.319,29
1922,Dell,1: most neutral,0.522,47,0.478,43
1922,Odie,1: most neutral,0.42,37,0.58,51
1922,Lorenza,1: most neutral,0.402,33,0.598,49
1922,Luverne,1: most neutral,0.494,39,0.506,40
1922,Clemmie,2: very neutral,0.699,51,0.301,22
1922,Marlyn,1: most neutral,0.4,28,0.6,42
1922,Robin,1: most neutral,0.471,33,0.529,37
1922,Laurie,2: very neutral,0.662,45,0.338,23
1922,Ozie,2: very neutral,0.672,45,0.328,22
1922,Ozell,2: very neutral,0.636,42,0.364,24
1922,Toby,2: very neutral,0.619,39,0.381,24
1922,Jule,1: most neutral,0.435,27,0.565,35
1922,Ronnie,2: very neutral,0.607,37,0.393,24
1922,Dannie,1: most neutral,0.492,29,0.508,30
1922,Ova,2: very neutral,0.614,35,0.386,22
1922,Hollie,2: very neutral,0.365,19,0.635,33
1922,Ottie,1: most neutral,0.558,29,0.442,23
1922,Carmon,1: most neutral,0.412,21,0.588,30
1922,Arie,2: very neutral,0.64,32,0.36,18
1922,Ivey,2: very neutral,0.32,16,0.68,34
1922,Felice,2: very neutral,0.694,34,0.306,15
1922,Lonie,2: very neutral,0.694,34,0.306,15
1922,Marcell,1: most neutral,0.531,26,0.469,23
1922,Jan,1: most neutral,0.562,27,0.438,21
1922,Natividad,1: most neutral,0.468,22,0.532,25
1922,Mearl,2: very neutral,0.34,16,0.66,31
1922,Loris,2: very neutral,0.674,31,0.326,15
1922,Bernell,2: very neutral,0.341,15,0.659,29
1922,Shannon,2: very neutral,0.341,15,0.659,29
1922,Davie,2: very neutral,0.364,16,0.636,28
1922,Lavaughn,2: very neutral,0.682,30,0.318,14
1922,Tomie,1: most neutral,0.409,18,0.591,26
1922,Erie,2: very neutral,0.667,28,0.333,14
1922,Shellie,1: most neutral,0.439,18,0.561,23
1922,Reyes,2: very neutral,0.317,13,0.683,28
1922,Osie,2: very neutral,0.61,25,0.39,16
1922,Dennie,2: very neutral,0.3,12,0.7,28
1922,Holly,1: most neutral,0.55,22,0.45,18
1922,Carnell,2: very neutral,0.35,14,0.65,26
1922,Jeffie,2: very neutral,0.667,26,0.333,13
1922,Meryl,1: most neutral,0.595,22,0.405,15
1922,Burnette,2: very neutral,0.618,21,0.382,13
1922,Montie,1: most neutral,0.559,19,0.441,15
1922,Arnie,2: very neutral,0.353,12,0.647,22
1922,Arliss,2: very neutral,0.647,22,0.353,12
1922,Toy,1: most neutral,0.412,14,0.588,20
1922,Gean,2: very neutral,0.697,23,0.303,10
1922,Junie,2: very neutral,0.636,21,0.364,12
1922,Juel,1: most neutral,0.438,14,0.562,18
1922,Christie,1: most neutral,0.5,16,0.5,16
1922,Dossie,2: very neutral,0.625,20,0.375,12
1922,Unknown,1: most neutral,0.438,14,0.562,18
1922,Marrion,2: very neutral,0.656,21,0.344,11
1922,Verlyn,1: most neutral,0.5,16,0.5,16
1922,Ovie,1: most neutral,0.594,19,0.406,13
1922,Leverne,1: most neutral,0.419,13,0.581,18
1922,Arnell,1: most neutral,0.6,18,0.4,12
1922,Corliss,2: very neutral,0.7,21,0.3,9
1922,Love,1: most neutral,0.414,12,0.586,17
