year,name,category,ratio_f,number_f,ratio_m,number_m
1965,Lee,2: very neutral,0.319,1300,0.681,2773
1965,Kerry,2: very neutral,0.385,921,0.615,1474
1965,Jody,2: very neutral,0.699,1570,0.301,675
1965,Rene,1: most neutral,0.46,635,0.54,744
1965,Jessie,2: very neutral,0.352,474,0.648,873
1965,Angel,2: very neutral,0.358,402,0.642,722
1965,Marion,1: most neutral,0.568,566,0.432,430
1965,Guadalupe,2: very neutral,0.623,415,0.377,251
1965,Courtney,1: most neutral,0.579,253,0.421,184
1965,Carey,2: very neutral,0.346,150,0.654,284
1965,Ashley,2: very neutral,0.643,218,0.357,121
1965,Alexis,2: very neutral,0.613,166,0.387,105
1965,Devon,1: most neutral,0.413,74,0.587,105
1965,Andra,1: most neutral,0.5,82,0.5,82
1965,Lindsey,2: very neutral,0.313,42,0.687,92
1965,Jayme,2: very neutral,0.687,88,0.312,40
1965,Ollie,1: most neutral,0.477,61,0.523,67
1965,Lavern,1: most neutral,0.571,72,0.429,54
1965,Paris,1: most neutral,0.528,66,0.472,59
1965,Lindsay,1: most neutral,0.403,50,0.597,74
1965,Regan,2: very neutral,0.38,46,0.62,75
1965,Britt,2: very neutral,0.37,44,0.63,75
1965,Cris,1: most neutral,0.415,49,0.585,69
1965,Vernell,1: most neutral,0.556,60,0.444,48
1965,Cleo,1: most neutral,0.561,60,0.439,47
1965,Deon,2: very neutral,0.305,32,0.695,73
1965,Nicola,1: most neutral,0.592,58,0.408,40
1965,Alva,1: most neutral,0.546,53,0.454,44
1965,Lacy,2: very neutral,0.371,36,0.629,61
1965,Dorian,2: very neutral,0.376,35,0.624,58
1965,Jammie,2: very neutral,0.63,58,0.37,34
1965,Cruz,2: very neutral,0.304,28,0.696,64
1965,Dell,2: very neutral,0.373,31,0.627,52
1965,Lennie,2: very neutral,0.305,25,0.695,57
1965,Shanon,2: very neutral,0.628,49,0.372,29
1965,Brook,2: very neutral,0.342,25,0.658,48
1965,Michal,2: very neutral,0.384,28,0.616,45
1965,Lavon,2: very neutral,0.625,45,0.375,27
1965,Shan,1: most neutral,0.437,31,0.563,40
1965,Ricki,1: most neutral,0.493,33,0.507,34
1965,Nickie,2: very neutral,0.652,43,0.348,23
1965,Christen,2: very neutral,0.677,44,0.323,21
1965,Kary,2: very neutral,0.369,24,0.631,41
1965,Unknown,1: most neutral,0.453,29,0.547,35
1965,Lorenza,2: very neutral,0.359,23,0.641,41
1965,Carrol,1: most neutral,0.587,37,0.413,26
1965,Tory,2: very neutral,0.355,22,0.645,40
1965,Trinidad,2: very neutral,0.371,23,0.629,39
1965,Jaye,2: very neutral,0.678,40,0.322,19
1965,Allyn,2: very neutral,0.362,21,0.638,37
1965,Dann,2: very neutral,0.667,38,0.333,19
1965,Kendal,1: most neutral,0.415,22,0.585,31
1965,Tandy,2: very neutral,0.66,35,0.34,18
1965,Jade,1: most neutral,0.5,26,0.5,26
1965,Kimble,1: most neutral,0.404,21,0.596,31
1965,Kai,2: very neutral,0.312,15,0.688,33
1965,Darby,2: very neutral,0.667,32,0.333,16
1965,Temple,1: most neutral,0.542,26,0.458,22
1965,Sheridan,2: very neutral,0.638,30,0.362,17
1965,Deane,1: most neutral,0.489,23,0.511,24
1965,Arden,2: very neutral,0.356,16,0.644,29
1965,Kem,1: most neutral,0.444,20,0.556,25
1965,Marcell,1: most neutral,0.4,18,0.6,27
1965,Georgie,2: very neutral,0.667,30,0.333,15
1965,Kriss,1: most neutral,0.477,21,0.523,23
1965,Robie,2: very neutral,0.381,16,0.619,26
1965,Nikita,1: most neutral,0.571,24,0.429,18
1965,Dru,2: very neutral,0.333,14,0.667,28
1965,Aundra,2: very neutral,0.31,13,0.69,29
1965,Karry,2: very neutral,0.683,28,0.317,13
1965,Marlo,2: very neutral,0.39,16,0.61,25
1965,Demetris,2: very neutral,0.61,25,0.39,16
1965,Tonnie,1: most neutral,0.475,19,0.525,21
1965,Marshell,2: very neutral,0.692,27,0.308,12
1965,Desi,1: most neutral,0.564,22,0.436,17
1965,Natividad,1: most neutral,0.59,23,0.41,16
1965,Garnet,1: most neutral,0.447,17,0.553,21
1965,Rennie,1: most neutral,0.432,16,0.568,21
1965,Trini,2: very neutral,0.622,23,0.378,14
1965,Augusta,2: very neutral,0.676,25,0.324,12
1965,Lavell,2: very neutral,0.306,11,0.694,25
1965,Dayle,1: most neutral,0.556,20,0.444,16
1965,Reagan,2: very neutral,0.314,11,0.686,24
1965,Lavelle,1: most neutral,0.429,15,0.571,20
1965,Tobey,1: most neutral,0.559,19,0.441,15
1965,Bryn,1: most neutral,0.5,17,0.5,17
1965,Tristan,2: very neutral,0.353,12,0.647,22
1965,Kelsey,1: most neutral,0.485,16,0.515,17
1965,Mallory,1: most neutral,0.515,17,0.485,16
1965,Sloan,2: very neutral,0.697,23,0.303,10
1965,Tobie,2: very neutral,0.656,21,0.344,11
1965,Allie,1: most neutral,0.406,13,0.594,19
1965,Terryl,2: very neutral,0.613,19,0.387,12
1965,Demetri,2: very neutral,0.323,10,0.677,21
1965,Linn,2: very neutral,0.645,20,0.355,11
1965,Parris,1: most neutral,0.4,12,0.6,18
1965,Teddie,1: most neutral,0.414,12,0.586,17
1965,Adell,2: very neutral,0.655,19,0.345,10
1965,Marvis,1: most neutral,0.517,15,0.483,14
1965,Monti,1: most neutral,0.517,15,0.483,14
