year,name,category,ratio_f,number_f,ratio_m,number_m
1977,Angel,2: very neutral,0.632,2137,0.368,1244
1977,Jody,1: most neutral,0.586,1500,0.414,1061
1977,Jessie,2: very neutral,0.342,486,0.658,933
1977,Jackie,2: very neutral,0.604,794,0.396,520
1977,Guadalupe,2: very neutral,0.65,549,0.35,296
1977,Devon,1: most neutral,0.427,329,0.573,442
1977,Morgan,2: very neutral,0.363,211,0.637,370
1977,Kasey,2: very neutral,0.694,368,0.306,162
1977,Aubrey,2: very neutral,0.657,335,0.343,175
1977,Tory,2: very neutral,0.386,180,0.614,286
1977,Marion,1: most neutral,0.501,229,0.499,228
1977,Cortney,2: very neutral,0.678,306,0.322,145
1977,Cary,2: very neutral,0.379,165,0.621,270
1977,Dusty,1: most neutral,0.56,241,0.44,189
1977,Lashawn,2: very neutral,0.697,241,0.303,105
1977,Jan,2: very neutral,0.673,231,0.327,112
1977,Kenyatta,1: most neutral,0.489,153,0.511,160
1977,Trinity,1: most neutral,0.577,157,0.423,115
1977,Tommie,2: very neutral,0.328,88,0.672,180
1977,Jade,2: very neutral,0.609,162,0.391,104
1977,Ariel,1: most neutral,0.401,105,0.599,157
1977,Kelsey,2: very neutral,0.632,144,0.368,84
1977,Shea,1: most neutral,0.559,118,0.441,93
1977,Marlo,2: very neutral,0.678,137,0.322,65
1977,Cheyenne,2: very neutral,0.619,109,0.381,67
1977,Britt,1: most neutral,0.591,101,0.409,70
1977,Torey,2: very neutral,0.366,59,0.634,102
1977,Andra,2: very neutral,0.601,86,0.399,57
1977,Shay,1: most neutral,0.458,65,0.542,77
1977,Paris,2: very neutral,0.395,51,0.605,78
1977,Demetrice,2: very neutral,0.635,80,0.365,46
1977,Cassidy,1: most neutral,0.576,72,0.424,53
1977,Shiloh,1: most neutral,0.551,65,0.449,53
1977,Ivory,2: very neutral,0.388,45,0.612,71
1977,Kai,1: most neutral,0.405,45,0.595,66
1977,Trinidad,2: very neutral,0.34,36,0.66,70
1977,Dwan,1: most neutral,0.581,61,0.419,44
1977,Demetris,1: most neutral,0.416,42,0.584,59
1977,Michal,2: very neutral,0.62,62,0.38,38
1977,Darby,1: most neutral,0.526,50,0.474,45
1977,Kary,2: very neutral,0.681,64,0.319,30
1977,Sage,2: very neutral,0.605,52,0.395,34
1977,Kareen,1: most neutral,0.477,41,0.523,45
1977,Sky,2: very neutral,0.321,27,0.679,57
1977,Devan,2: very neutral,0.342,27,0.658,52
1977,Lavon,2: very neutral,0.364,28,0.636,49
1977,Karon,2: very neutral,0.613,46,0.387,29
1977,Jacque,2: very neutral,0.676,50,0.324,24
1977,Adrien,2: very neutral,0.311,23,0.689,51
1977,Lorin,1: most neutral,0.458,33,0.542,39
1977,Shae,2: very neutral,0.681,47,0.319,22
1977,Ashanti,2: very neutral,0.638,44,0.362,25
1977,Jacy,2: very neutral,0.652,45,0.348,24
1977,Cleo,1: most neutral,0.464,32,0.536,37
1977,Lorenza,2: very neutral,0.309,21,0.691,47
1977,Kendal,1: most neutral,0.403,27,0.597,40
1977,Yarnell,2: very neutral,0.621,41,0.379,25
1977,Kortney,2: very neutral,0.656,42,0.344,22
1977,Ricki,2: very neutral,0.635,40,0.365,23
1977,Lashaun,1: most neutral,0.54,34,0.46,29
1977,Kiley,1: most neutral,0.508,32,0.492,31
1977,Lashon,2: very neutral,0.694,43,0.306,19
1977,Jovon,2: very neutral,0.306,19,0.694,43
1977,Kenyata,1: most neutral,0.597,37,0.403,25
1977,Micha,1: most neutral,0.55,33,0.45,27
1977,Marquette,2: very neutral,0.345,20,0.655,38
1977,Tobey,2: very neutral,0.397,23,0.603,35
1977,Gale,2: very neutral,0.643,36,0.357,20
1977,Torre,1: most neutral,0.491,27,0.509,28
1977,Sherron,1: most neutral,0.545,30,0.455,25
1977,Alva,1: most neutral,0.5,27,0.5,27
1977,Haven,1: most neutral,0.481,26,0.519,28
1977,Mallory,2: very neutral,0.648,35,0.352,19
1977,Diamond,2: very neutral,0.679,36,0.321,17
1977,Kameron,2: very neutral,0.358,19,0.642,34
1977,Dominque,1: most neutral,0.596,31,0.404,21
1977,Tai,1: most neutral,0.404,21,0.596,31
1977,Bryn,2: very neutral,0.692,36,0.308,16
1977,Brandyn,1: most neutral,0.42,21,0.58,29
1977,Vernell,2: very neutral,0.34,17,0.66,33
1977,Jamy,1: most neutral,0.531,26,0.469,23
1977,Jame,1: most neutral,0.408,20,0.592,29
1977,Deandrea,1: most neutral,0.562,27,0.438,21
1977,Krishna,2: very neutral,0.667,32,0.333,16
1977,Lavern,1: most neutral,0.562,27,0.438,21
1977,Channing,2: very neutral,0.319,15,0.681,32
1977,Lael,1: most neutral,0.447,21,0.553,26
1977,Baby,2: very neutral,0.617,29,0.383,18
1977,Jonnie,2: very neutral,0.681,32,0.319,15
1977,Courtenay,2: very neutral,0.638,30,0.362,17
1977,Tobie,2: very neutral,0.652,30,0.348,16
1977,Jimi,2: very neutral,0.326,15,0.674,31
1977,Kinta,2: very neutral,0.304,14,0.696,32
1977,London,1: most neutral,0.511,23,0.489,22
1977,Laquan,2: very neutral,0.386,17,0.614,27
1977,Sheridan,1: most neutral,0.545,24,0.455,20
1977,Natividad,1: most neutral,0.568,25,0.432,19
1977,Allyn,2: very neutral,0.386,17,0.614,27
1977,Tramaine,2: very neutral,0.372,16,0.628,27
1977,Merritt,1: most neutral,0.419,18,0.581,25
