year,name,category,ratio_f,number_f,ratio_m,number_m
1932,Billie,2: very neutral,0.689,2635,0.311,1192
1932,Jessie,1: most neutral,0.597,1896,0.403,1281
1932,Johnnie,2: very neutral,0.376,964,0.624,1600
1932,Jackie,2: very neutral,0.338,671,0.662,1317
1932,Frankie,2: very neutral,0.651,559,0.349,300
1932,Tommie,1: most neutral,0.417,330,0.583,462
1932,Lynn,2: very neutral,0.33,244,0.67,496
1932,Cleo,2: very neutral,0.695,455,0.305,200
1932,Guadalupe,1: most neutral,0.57,317,0.43,239
1932,Gail,2: very neutral,0.694,354,0.306,156
1932,Lavern,2: very neutral,0.328,120,0.672,246
1932,Gayle,2: very neutral,0.664,225,0.336,114
1932,Alva,1: most neutral,0.439,137,0.561,175
1932,Mickey,2: very neutral,0.369,99,0.631,169
1932,Gerry,2: very neutral,0.673,152,0.327,74
1932,Dana,1: most neutral,0.417,93,0.583,130
1932,Marlyn,2: very neutral,0.632,134,0.368,78
1932,Augustine,2: very neutral,0.318,61,0.682,131
1932,Maxie,1: most neutral,0.473,87,0.527,97
1932,Sydney,1: most neutral,0.431,72,0.569,95
1932,Dee,2: very neutral,0.375,60,0.625,100
1932,Meredith,2: very neutral,0.611,88,0.389,56
1932,Santos,2: very neutral,0.312,45,0.688,99
1932,Ivy,2: very neutral,0.62,80,0.38,49
1932,Robin,1: most neutral,0.46,58,0.54,68
1932,Ivory,2: very neutral,0.381,48,0.619,78
1932,Vernie,1: most neutral,0.538,64,0.462,55
1932,Kaye,1: most neutral,0.466,55,0.534,63
1932,Theo,2: very neutral,0.35,41,0.65,76
1932,Claudie,1: most neutral,0.487,57,0.513,60
1932,Artie,2: very neutral,0.681,79,0.319,37
1932,Jamie,2: very neutral,0.613,68,0.387,43
1932,Cruz,2: very neutral,0.391,43,0.609,67
1932,Garnett,1: most neutral,0.409,45,0.591,65
1932,Ardell,1: most neutral,0.578,63,0.422,46
1932,Jonnie,2: very neutral,0.62,62,0.38,38
1932,Ocie,1: most neutral,0.552,48,0.448,39
1932,Laurie,2: very neutral,0.619,52,0.381,32
1932,Lorenza,2: very neutral,0.381,32,0.619,52
1932,Trinidad,1: most neutral,0.434,36,0.566,47
1932,Artis,2: very neutral,0.317,26,0.683,56
1932,Toby,1: most neutral,0.45,36,0.55,44
1932,Deane,2: very neutral,0.321,25,0.679,53
1932,Earlie,1: most neutral,0.414,29,0.586,41
1932,Odie,2: very neutral,0.371,26,0.629,44
1932,Ossie,2: very neutral,0.638,44,0.362,25
1932,Dell,2: very neutral,0.388,26,0.612,41
1932,Arlis,2: very neutral,0.317,20,0.683,43
1932,Arliss,2: very neutral,0.613,38,0.387,24
1932,Allison,2: very neutral,0.339,21,0.661,41
1932,Jodie,2: very neutral,0.356,21,0.644,38
1932,Burnice,2: very neutral,0.61,36,0.39,23
1932,Reyes,2: very neutral,0.315,17,0.685,37
1932,Ellie,2: very neutral,0.648,35,0.352,19
1932,Holly,2: very neutral,0.615,32,0.385,20
1932,Hildred,2: very neutral,0.692,36,0.308,16
1932,Lovell,2: very neutral,0.308,16,0.692,36
1932,Jacque,1: most neutral,0.588,30,0.412,21
1932,Glennis,1: most neutral,0.592,29,0.408,20
1932,Audie,1: most neutral,0.571,28,0.429,21
1932,Natividad,1: most neutral,0.449,22,0.551,27
1932,Gean,1: most neutral,0.542,26,0.458,22
1932,Myrl,1: most neutral,0.574,27,0.426,20
1932,Shannon,1: most neutral,0.489,23,0.511,24
1932,Ozell,1: most neutral,0.435,20,0.565,26
1932,Bernell,1: most neutral,0.435,20,0.565,26
1932,Ozie,1: most neutral,0.556,25,0.444,20
1932,Golden,2: very neutral,0.341,15,0.659,29
1932,Osie,2: very neutral,0.659,29,0.341,15
1932,Clemmie,2: very neutral,0.659,29,0.341,15
1932,Shelley,1: most neutral,0.581,25,0.419,18
1932,Shelly,1: most neutral,0.425,17,0.575,23
1932,Teddie,2: very neutral,0.359,14,0.641,25
1932,Rossie,1: most neutral,0.462,18,0.538,21
1932,Mearl,2: very neutral,0.368,14,0.632,24
1932,Caroll,1: most neutral,0.421,16,0.579,22
1932,Lavelle,1: most neutral,0.541,20,0.459,17
1932,Scottie,1: most neutral,0.459,17,0.541,20
1932,Toy,1: most neutral,0.432,16,0.568,21
1932,Carlie,2: very neutral,0.351,13,0.649,24
1932,Jule,1: most neutral,0.472,17,0.528,19
1932,Del,2: very neutral,0.389,14,0.611,22
1932,Lonie,1: most neutral,0.471,16,0.529,18
1932,Mallie,2: very neutral,0.618,21,0.382,13
1932,Mannie,1: most neutral,0.469,15,0.531,17
1932,Vertis,1: most neutral,0.406,13,0.594,19
1932,Elgie,1: most neutral,0.516,16,0.484,15
1932,Veryl,1: most neutral,0.452,14,0.548,17
1932,Love,2: very neutral,0.613,19,0.387,12
1932,Jeffie,1: most neutral,0.452,14,0.548,17
1932,Carlee,2: very neutral,0.633,19,0.367,11
1932,Brownie,1: most neutral,0.567,17,0.433,13
1932,Montie,2: very neutral,0.367,11,0.633,19
1932,Karol,2: very neutral,0.667,20,0.333,10
1932,Romie,2: very neutral,0.333,10,0.667,20
1932,Jerre,1: most neutral,0.4,12,0.6,18
1932,Mackie,1: most neutral,0.448,13,0.552,16
1932,Marcell,2: very neutral,0.655,19,0.345,10
1932,Jene,1: most neutral,0.414,12,0.586,17
1932,Ova,2: very neutral,0.607,17,0.393,11
